arch_id,uniqArch,score,time,acc
0,(0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1460.427001953125,0.1635080490000291,52.69999994710287
1,((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3+((0)@nor_conv_3x3)@nor_conv_3x3+0,1555.432861328125,0.2464499689999684,69.82666662190756
2,(((0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_3x3)@avg_pool_3x3+((0)@avg_pool_3x3)@avg_pool_3x3+(0)@avg_pool_3x3,1453.33203125,0.1662752510001155,54.29999997355143
3,#+#+#+0,1231.4625244140625,0.0727611849997629,57.413333288574215
4,((0)@nor_conv_1x1+0)@nor_conv_1x1+0+0,1480.640869140625,0.1669540249999954,59.5666666402181
5,#+(((0)@nor_conv_1x1)@nor_conv_1x1+0)@avg_pool_3x3+(0)@nor_conv_3x3,1535.1724853515625,0.2496487630000956,66.22666664835612
6,(#+#)@nor_conv_3x3+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@avg_pool_3x3,1501.2108154296875,0.2486822930000016,68.6533333251953
7,#+(#+0)@nor_conv_3x3+0,1433.273193359375,0.1649994370000058,67.1333333190918
8,#+((0)@avg_pool_3x3+(0)@nor_conv_1x1)@nor_conv_3x3+0,1492.7576904296875,0.162860386000375,67.81333326416016
9,#+(#+#)@nor_conv_3x3+0,1228.83935546875,0.1020799359998818,57.80666664835612
10,#+#+#,1232.3076171875,0.24574176599981,0.9999999994913736
11,#+(((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3)@avg_pool_3x3+((0)@nor_conv_3x3)@nor_conv_3x3,1555.727783203125,0.2489494269998431,67.45333326416016
12,#+#+(#+#)@avg_pool_3x3,-inf,0.1035268189998532,0.9999999996185304
13,#+(#+(0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_3x3,1508.012451171875,0.2479742529999384,67.6066666442871
14,#+#+(0)@nor_conv_3x3,1561.015380859375,0.2399052860000665,66.95999997762044
15,#+((0)@avg_pool_3x3+0)@avg_pool_3x3+0,1181.542236328125,0.075454990000253,31.84000000915528
16,#+((0)@nor_conv_3x3+0)@nor_conv_3x3+0,1507.5157470703125,0.1576246649997301,68.86666663818359
17,(((0)@avg_pool_3x3)@nor_conv_1x1+0)@nor_conv_1x1+(0)@avg_pool_3x3+(0)@nor_conv_1x1,1540.230224609375,0.2465780140000788,64.5133333211263
18,(((0)@avg_pool_3x3)@nor_conv_3x3+(0)@avg_pool_3x3)@nor_conv_1x1+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1537.0615234375,0.2470371340000383,64.80666662801106
19,#+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@avg_pool_3x3,1538.355712890625,0.242890964000253,61.359999947102864
20,#+(#+(0)@avg_pool_3x3)@nor_conv_3x3+0,1408.9814453125,0.161182295999879,63.89333332722982
21,#+((0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1571.1728515625,0.2422528259999126,68.9666666402181
22,(#+(0)@avg_pool_3x3)@nor_conv_1x1+((0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_3x3,1484.646484375,0.1651434030000018,63.01333333740234
23,((0)@avg_pool_3x3+(0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3+(0)@nor_conv_3x3,1534.973388671875,0.2481463169997368,63.23333328857422
24,#+((0)@nor_conv_1x1+0)@avg_pool_3x3+0,1390.1519775390625,0.1031052079997607,54.5266666402181
26,((0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1602.5042724609375,0.3568294479996439,65.49999996541341
27,#+((0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_1x1,1555.6041259765625,0.2437986979998641,64.7933333211263
28,((0)@nor_conv_1x1)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_1x1+0,1392.640380859375,0.1090191960001902,53.67999998372395
31,(#+(0)@nor_conv_1x1)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1482.342529296875,0.1719199049998678,65.32000000406902
32,#+((0)@nor_conv_1x1+0)@nor_conv_3x3+0,1505.9317626953125,0.1604910270002619,67.52666663818358
33,(#+(0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1556.081787109375,0.2443052189996706,68.22000002237957
34,#+#+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_3x3,1509.9532470703125,0.1680971649998355,67.17999995524089
35,#+(#+(0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1515.7772216796875,0.1625727819996427,66.81333325602213
36,((0)@avg_pool_3x3)@nor_conv_3x3+((0)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+(0)@avg_pool_3x3,1528.14111328125,0.2429652890000397,65.57333329874676
37,#+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_1x1+0,1416.1070556640625,0.1058392019999701,64.8666666788737
38,#+((0)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3,1568.771728515625,0.2432818719998977,68.45333333333333
39,#+(0)@nor_conv_1x1+(0)@nor_conv_1x1+0,1502.72705078125,0.1598681519999445,64.47999998575847
40,#+#+(#+0)@avg_pool_3x3,1197.918212890625,0.1644211259999792,46.52666665852865
41,#+#+(0)@nor_conv_1x1,1561.523681640625,0.2460816120001254,62.06666663818359
42,#+(#+(0)@nor_conv_3x3)@nor_conv_3x3+0,1513.0897216796875,0.2485924679999698,70.19333330891926
43,#+(#+(0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1505.235107421875,0.16175133500019,67.43333336791993
44,#+(((0)@avg_pool_3x3)@nor_conv_1x1+0)@avg_pool_3x3+(0)@avg_pool_3x3,1369.906494140625,0.1014923900002031,47.08666664632161
45,#+#+0+(0)@nor_conv_1x1,1431.8753662109375,0.1054649870002322,63.77999997762044
46,((0)@avg_pool_3x3+(0)@avg_pool_3x3)@nor_conv_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1489.364013671875,0.1632195180000053,65.43333329264324
47,#+(#+0)@avg_pool_3x3+(0)@nor_conv_3x3,1427.5484619140625,0.1666486859999167,65.45333327636719
48,(#+(0)@avg_pool_3x3)@nor_conv_1x1+0+0,1393.989990234375,0.1038660799999888,57.13333333129882
49,#+(0)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1500.1556396484375,0.167005010000139,65.62000001627605
50,(((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_3x3)@nor_conv_1x1+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1632.291748046875,1.0294367530000272,70.3333333211263
51,#+(#+(0)@avg_pool_3x3)@nor_conv_1x1+0,1410.956787109375,0.1641070640002908,62.13333330891927
52,(((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@avg_pool_3x3+0,1551.805419921875,0.240476696999849,70.14666668294271
53,(0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@avg_pool_3x3,1173.700927734375,0.0721942519999174,10.419999995930988
54,((0)@avg_pool_3x3+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1534.287841796875,0.2422439499996471,65.380000004069
55,#+#+0,1238.956787109375,0.0682266250000793,57.86666662394206
56,(((0)@nor_conv_3x3)@avg_pool_3x3+(0)@avg_pool_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_1x1+0,1555.83935546875,0.2461306870000044,69.95333334960937
57,#+#+(0)@avg_pool_3x3,1388.0450439453125,0.1061204980001093,46.966666658528645
58,#+(0)@avg_pool_3x3+(0)@avg_pool_3x3+0,1184.1240234375,0.0703115070000421,33.693333307902016
59,((0)@avg_pool_3x3+(0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1536.2264404296875,0.2457139229995846,62.10666665039062
60,#+(#+(0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1,1569.064453125,0.2439734820000012,64.79333333129883
61,#+(((0)@nor_conv_1x1)@nor_conv_3x3+0)@avg_pool_3x3+((0)@nor_conv_1x1)@avg_pool_3x3,1494.81982421875,0.1557572890001211,62.55333333943685
62,#+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_3x3+(0)@nor_conv_1x1,1563.27197265625,0.2395518020002782,67.69333334960938
63,(((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_1x1,1588.998046875,0.3548399750002318,68.55333327433267
64,(((0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_1x1)@nor_conv_1x1+((0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1620.2567138671875,0.4919516340000882,69.63999993489584
65,(((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1630.5078125,0.491386046000116,70.53999993082682
66,#+(#+#)@avg_pool_3x3+(0)@avg_pool_3x3,1197.852294921875,0.0805404329998964,46.82666665445964
67,((0)@nor_conv_1x1+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1628.84423828125,0.4864560750002056,69.4066666422526
68,#+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_1x1,1509.726318359375,0.1623388329999215,66.93999998372396
71,(#+(0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1480.865478515625,0.1637352620000456,63.73333332519531
73,#+(((0)@nor_conv_3x3)@nor_conv_3x3+(0)@avg_pool_3x3)@avg_pool_3x3+((0)@nor_conv_3x3)@avg_pool_3x3,1492.3685302734375,0.1645729460001348,61.8733333211263
74,#+#+(#+#)@nor_conv_1x1,1089.407958984375,0.1654680930000722,0.9999999992370604
75,#+(#+0)@avg_pool_3x3+(0)@avg_pool_3x3,1367.22998046875,0.1047973210002055,44.4666666015625
76,(#+0)@avg_pool_3x3+(0)@nor_conv_1x1+0,1388.521728515625,0.1038233630001741,56.85999998168945
77,#+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1568.818603515625,0.2432070859999839,69.14666660970052
80,#+(#+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1569.0006103515625,0.2437661349999871,69.11333330891927
81,(((0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_3x3)@nor_conv_3x3+((0)@nor_conv_1x1)@nor_conv_3x3+0,1621.851318359375,0.4858956650000436,72.77333326416016
82,#+(#+(0)@nor_conv_3x3)@nor_conv_3x3+((0)@nor_conv_3x3)@nor_conv_3x3,1604.974365234375,0.3531016020001516,66.10666662190755
83,#+((0)@nor_conv_1x1+0)@avg_pool_3x3+(0)@avg_pool_3x3,1377.167724609375,0.1014577519999875,51.60666668294271
84,#+(0)@nor_conv_1x1+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1490.392822265625,0.1580726930001219,65.32
85,#+((0)@nor_conv_1x1)@nor_conv_1x1+((0)@nor_conv_1x1)@nor_conv_3x3+(0)@avg_pool_3x3,1550.822021484375,0.2419009549998918,65.97999993489583
