arch_id,uniqArch,score,time,acc
25,#+#+#+0,1231.567138671875,0.1334264529999984,84.3253333227539
29,#+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@avg_pool_3x3,1531.075439453125,0.2503173510000351,84.82000000976564
30,#+#+(0)@nor_conv_3x3,1563.5911865234375,0.2354499479999958,88.82399998942056
69,#+(#+(0)@nor_conv_3x3)@nor_conv_3x3+0,1515.197265625,0.2412056129999769,90.86399998697915
70,#+#+(0)@nor_conv_3x3,1563.5911865234375,0.2354499479999958,88.49999998942057
72,#+#+#+0,1231.567138671875,0.1334264529999984,84.24799998697917
78,#+#+(0)@nor_conv_3x3,1563.5911865234375,0.2354499479999958,88.69066666422526
79,#+(#+0)@nor_conv_3x3+0,1428.582763671875,0.1635343129999853,89.14666666422526
97,#+#+(0)@nor_conv_1x1,1562.08251953125,0.2413135049999937,86.0266666756185
104,#+#+#,1239.9422607421875,0.2379952189999983,9.711999999999998
105,#+#+(#+#)@avg_pool_3x3,-inf,0.1025248320000002,9.712000000508626
108,#+#+(#+#)@avg_pool_3x3,-inf,0.1025248320000002,9.712000000712077
119,#+(#+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1567.1383056640625,0.2418392090000338,88.91466666259765
120,#+#+#,1239.9422607421875,0.2379952189999983,9.712000000915529
125,#+((0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_1x1,1555.9453125,0.2426014870000017,86.70533333333333
132,#+0+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1499.8541259765625,0.1513689760000147,89.33199999104818
142,#+(#+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1567.1383056640625,0.2418392090000338,89.19599999186198
161,#+#+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1498.504150390625,0.1554382140000143,87.28666666585286
166,#+#+(0)@nor_conv_1x1,1562.08251953125,0.2413135049999937,86.04933333089194
170,#+#+(0)@nor_conv_1x1,1562.08251953125,0.2413135049999937,86.16400000732422
176,#+(#+(0)@avg_pool_3x3)@nor_conv_1x1+0,1421.422607421875,0.160610991999988,85.5453333178711
180,#+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1571.083251953125,0.2370701920000328,90.06400001139322
182,#+#+#,1239.9422607421875,0.2379952189999983,9.712000000508626
186,#+#+0,1230.2247314453125,0.0711189709999757,84.34666665283203
196,#+#+0,1230.2247314453125,0.0711189709999757,84.4120000024414
201,#+#+0,1230.2247314453125,0.0711189709999757,84.32799999837239
210,#+#+(0)@avg_pool_3x3,1402.7474365234375,0.1016918179999493,72.11199999267576
212,#+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1571.083251953125,0.2370701920000328,89.87600000732421
213,#+(#+(0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_3x3,1510.7076416015625,0.2447948180000025,88.34666665527344
215,#+#+(0)@avg_pool_3x3,1402.7474365234375,0.1016918179999493,71.62933333496095
217,((0)@avg_pool_3x3+(0)@avg_pool_3x3)@nor_conv_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1493.870849609375,0.1607812500000136,87.48400000488282
220,((0)@nor_conv_3x3+0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1388.312744140625,0.1014209479999976,83.368000004069
